vendorId,productId,date,window,window_order,hourSin,hourCos,weekdaySin,weekdayCos,isWeekend,isFestivalWindow,festivalType,forecastTemperatureC,forecastRainProbability,localityTier,hotspotDensityScore,availableStock,stockoutFlag,unitsSoldNextWindow,lag1,lag7,rolling7DayMean,rolling7DayStd,rolling28DayMean,sameSlot4WeekMean,recentTrend
V100,Combo_Pack,2026-01-20,morning,0,0.866,-0.5,0.7818,0.6235,0,0,none,30.6,0.09,residential_budget,33,22.1,0,21.1,15.0,19.1,22.942857142857147,6.714016828845601,21.026315789473685,24.85,1.0911496513499017
V100,Combo_Pack,2026-01-20,evening,1,-1.0,-0.0,0.7818,0.6235,0,0,none,30.6,0.09,residential_budget,33,13.5,1,13.5,21.1,13.6,23.085714285714285,6.646902939062571,21.02820512820513,18.925,1.0978452105143972
V100,Combo_Pack,2026-01-21,morning,0,0.866,-0.5,0.9749,-0.2225,0,0,none,30.3,0.26,residential_budget,33,20.5,1,20.5,13.5,26.2,23.078571428571426,6.657925129720745,20.84,22.3,1.107417055113792
V100,Combo_Pack,2026-01-21,evening,1,-1.0,-0.0,0.9749,-0.2225,0,0,none,30.3,0.26,residential_budget,33,14.6,1,14.6,20.5,30.8,22.67142857142857,6.626569894857259,20.83170731707317,15.675,1.0883135129710473
V100,Combo_Pack,2026-01-22,morning,0,0.866,-0.5,0.4339,-0.901,0,0,none,30.9,0.07,residential_budget,33,28.6,0,26.0,14.6,31.9,21.514285714285712,6.511393227124419,20.683333333333334,22.025,1.0401749740992285
V100,Combo_Pack,2026-01-22,evening,1,-1.0,-0.0,0.4339,-0.901,0,0,none,30.9,0.07,residential_budget,33,21.8,0,18.4,26.0,24.5,21.092857142857145,5.954631589161278,20.80697674418605,16.925,1.0137396413801913
V100,Combo_Pack,2026-01-23,morning,0,0.866,-0.5,-0.4339,-0.901,0,0,none,34.5,0.58,residential_budget,33,26.4,1,26.4,18.4,31.3,20.657142857142855,5.909147313955034,20.75227272727273,22.85,0.995415930034263
V100,Combo_Pack,2026-01-23,evening,1,-1.0,-0.0,-0.4339,-0.901,0,0,none,34.5,0.58,residential_budget,33,19.3,0,17.0,26.4,26.5,20.307142857142853,5.348826511950549,20.877777777777776,15.375,0.9726678324336652
V100,Combo_Pack,2026-01-24,morning,0,0.866,-0.5,-0.9749,-0.2225,1,0,none,33.6,0.3,residential_budget,33,23.6,0,23.5,17.0,21.6,19.628571428571426,5.099536716729743,20.793478260869566,23.5,0.9439772981853483
V100,Combo_Pack,2026-01-24,evening,1,-1.0,-0.0,-0.9749,-0.2225,1,0,none,33.6,0.3,residential_budget,33,14.5,1,14.5,23.5,9.6,19.764285714285712,5.180675207383265,20.851063829787233,15.875,0.9478790087463557
V100,Combo_Pack,2026-01-25,morning,0,0.866,-0.5,-0.7818,0.6235,1,0,none,31.0,0.27,residential_budget,33,14.4,1,14.4,14.5,22.7,20.114285714285717,4.570786355988206,20.71875,24.1,0.9708252531781945
V100,Combo_Pack,2026-01-25,evening,1,-1.0,-0.0,-0.7818,0.6235,1,0,none,31.0,0.27,residential_budget,33,21.2,0,19.9,14.4,24.6,19.52142857142857,4.744580482618458,20.589795918367347,16.125,0.9481118049360688
V100,Combo_Pack,2026-01-26,morning,0,0.866,-0.5,0.0,1.0,0,0,none,29.2,0.27,residential_budget,33,28.5,0,27.9,19.9,23.8,19.185714285714287,4.518484623931275,20.576,22.575,0.9324316818484781
V100,Combo_Pack,2026-01-26,evening,1,-1.0,-0.0,0.0,1.0,0,0,none,29.2,0.27,residential_budget,33,20.3,0,16.5,27.9,15.0,19.478571428571428,4.952571759496987,20.719607843137254,17.45,0.9401032865119171
V100,Combo_Pack,2026-01-27,morning,0,0.866,-0.5,0.7818,0.6235,0,0,none,32.4,0.05,residential_budget,33,20.1,1,20.1,16.5,21.1,19.585714285714285,4.863657557349703,20.638461538461538,23.049999999999997,0.9489910015441138
V100,Combo_Pack,2026-01-27,evening,1,-1.0,-0.0,0.7818,0.6235,0,0,none,32.4,0.05,residential_budget,33,16.8,1,16.8,20.1,13.5,19.514285714285712,4.84702242347056,20.628301886792453,16.975,0.9459957402882491
V100,Combo_Pack,2026-01-28,morning,0,0.866,-0.5,0.9749,-0.2225,0,0,none,29.4,0.3,residential_budget,33,21.9,0,19.6,16.8,20.5,19.75,4.606308383410403,20.557407407407407,21.474999999999998,0.960724259075759
V100,Combo_Pack,2026-01-28,evening,1,-1.0,-0.0,0.9749,-0.2225,0,0,none,29.4,0.3,residential_budget,33,18.9,0,16.7,19.6,14.6,19.685714285714287,4.601313715895489,20.54,16.925,0.9584086799276673
V100,Combo_Pack,2026-01-29,morning,0,0.866,-0.5,0.4339,-0.901,0,0,none,28.2,0.34,residential_budget,33,18.3,1,18.3,16.7,26.0,19.835714285714285,4.45466171431805,20.47142857142857,20.5,0.9689462665736217
V100,Combo_Pack,2026-01-29,evening,1,-1.0,-0.0,0.4339,-0.901,0,0,none,28.2,0.34,residential_budget,33,17.3,0,16.5,18.3,18.4,19.285714285714285,4.095937413670203,20.451785714285712,17.475,0.9429843709071859
V100,Combo_Pack,2026-01-30,morning,0,0.866,-0.5,-0.4339,-0.901,0,0,none,31.6,0.16,residential_budget,33,18.9,1,18.9,16.5,26.4,19.150000000000002,4.1585407943726596,20.4375,21.474999999999998,0.9370030581039757
V100,Combo_Pack,2026-01-30,evening,1,-1.0,-0.0,-0.4339,-0.901,0,0,none,31.6,0.16,residential_budget,33,21.1,0,19.1,18.9,17.0,18.614285714285717,3.598045867680696,20.41785714285714,16.625,0.9116669581948577
V100,Combo_Pack,2026-01-31,morning,0,0.866,-0.5,-0.9749,-0.2225,1,0,none,34.0,0.1,residential_budget,33,22.7,1,22.7,19.1,23.5,18.764285714285712,3.5692289929893355,20.425,19.225,0.9186920790347962
V100,Combo_Pack,2026-01-31,evening,1,-1.0,-0.0,-0.9749,-0.2225,1,0,none,34.0,0.1,residential_budget,33,21.8,0,21.6,22.7,14.5,18.707142857142856,3.4931723042605283,20.383928571428573,17.275,0.9177398160315373
V100,Combo_Pack,2026-02-01,morning,0,0.866,-0.5,-0.7818,0.6235,1,0,none,29.3,0.3,residential_budget,33,27.1,1,27.1,21.6,14.4,19.214285714285715,3.347756342309365,20.474999999999998,19.875,0.9384266527123671
V100,Combo_Pack,2026-02-01,evening,1,-1.0,-0.0,-0.7818,0.6235,1,0,none,29.3,0.3,residential_budget,33,22.1,1,22.1,27.1,19.9,20.12142857142857,3.649905914789204,20.599999999999998,18.475,0.9767683772538142
V100,Combo_Pack,2026-02-02,morning,0,0.866,-0.5,0.0,1.0,0,0,none,33.1,0.48,residential_budget,33,22.1,1,22.1,22.1,27.9,20.278571428571432,3.6868119585330685,20.771428571428572,21.75,0.9762723521320497
V100,Combo_Pack,2026-02-02,evening,1,-1.0,-0.0,0.0,1.0,0,0,none,33.1,0.48,residential_budget,33,20.7,0,19.0,22.1,16.5,19.86428571428571,3.032289600249333,20.844642857142855,19.825000000000003,0.9529683885890515
V100,Combo_Pack,2026-02-03,morning,0,0.866,-0.5,0.7818,0.6235,0,0,none,32.3,0.37,residential_budget,33,25.8,0,22.3,19.0,20.1,20.04285714285714,2.8891612532450974,20.87857142857143,22.700000000000003,0.9599726308587067
V100,Combo_Pack,2026-02-03,evening,1,-1.0,-0.0,0.7818,0.6235,0,0,none,32.3,0.37,residential_budget,33,18.9,1,18.9,22.3,16.8,20.2,2.951661852636193,20.80535714285714,20.450000000000003,0.9709037850828256
V100,Combo_Pack,2026-02-04,morning,0,0.866,-0.5,0.9749,-0.2225,0,0,none,33.6,0.17,residential_budget,33,26.9,0,26.8,18.9,19.6,20.35,2.815820689221205,20.792857142857144,23.55,0.9787014771556166
V100,Combo_Pack,2026-02-04,evening,1,-1.0,-0.0,0.9749,-0.2225,0,0,none,33.6,0.17,residential_budget,33,24.1,0,19.3,26.8,16.7,20.86428571428571,3.2864774555645573,20.825,20.4,1.0018864688732634
V100,Combo_Pack,2026-02-05,morning,0,0.866,-0.5,0.4339,-0.901,0,0,none,30.7,0.29,residential_budget,33,27.3,1,27.3,19.3,18.3,21.05,3.10130245591702,20.853571428571428,24.575,1.009419421133756
V100,Combo_Pack,2026-02-05,evening,1,-1.0,-0.0,0.4339,-0.901,0,0,none,30.7,0.29,residential_budget,33,13.6,1,13.6,27.3,16.5,21.692857142857143,3.4053045239888475,21.02321428571429,19.825,1.0318525439565105
V100,Combo_Pack,2026-02-06,morning,0,0.866,-0.5,-0.4339,-0.901,0,0,none,29.6,0.49,residential_budget,33,18.1,1,18.1,13.6,18.9,21.485714285714288,3.8096753632857463,21.010714285714283,24.625,1.0226075131735513
V100,Combo_Pack,2026-02-06,evening,1,-1.0,-0.0,-0.4339,-0.901,0,0,none,29.6,0.49,residential_budget,33,21.8,0,18.4,18.1,19.1,21.428571428571427,3.8571469271447816,20.891071428571426,17.7,1.025728694760236
V100,Combo_Pack,2026-02-07,morning,0,0.866,-0.5,-0.9749,-0.2225,1,0,none,28.8,0.26,residential_budget,33,20.8,1,20.8,18.4,22.7,21.37857142857143,3.89401484952891,20.900000000000002,23.625000000000004,1.0228981544771019
V100,Combo_Pack,2026-02-07,evening,1,-1.0,-0.0,-0.9749,-0.2225,1,0,none,28.8,0.26,residential_budget,33,18.0,1,18.0,20.8,21.6,21.24285714285714,3.8774921089468477,20.910714285714285,17.549999999999997,1.0158838599487616
V100,Combo_Pack,2026-02-08,morning,0,0.866,-0.5,-0.7818,0.6235,1,0,none,28.0,0.07,residential_budget,33,34.3,0,28.4,18.0,27.1,20.985714285714284,3.9702464838920473,20.819642857142856,23.25,1.0079766703833948
V100,Combo_Pack,2026-02-08,evening,1,-1.0,-0.0,-0.7818,0.6235,1,0,none,28.0,0.07,residential_budget,33,15.0,1,15.0,28.4,22.1,21.07857142857143,4.135991848568924,20.869642857142857,17.325,1.010011123470523
V100,Combo_Pack,2026-02-09,morning,0,0.866,-0.5,0.0,1.0,0,0,none,30.3,0.09,residential_budget,33,23.7,0,18.8,15.0,22.1,20.571428571428573,4.426220574195167,20.74642857142857,23.65,0.9915648132208643
V100,Combo_Pack,2026-02-09,evening,1,-1.0,-0.0,0.0,1.0,0,0,none,30.3,0.09,residential_budget,33,21.7,1,21.7,18.8,19.0,20.33571428571429,4.4264253928245285,20.648214285714285,16.25,0.9848655193288941
V100,Combo_Pack,2026-02-10,morning,0,0.866,-0.5,0.7818,0.6235,0,0,none,35.6,0.01,residential_budget,33,23.8,1,23.8,21.7,22.3,20.528571428571432,4.422569488331518,20.775000000000002,21.525000000000002,0.9881382155750388
V100,Combo_Pack,2026-02-10,evening,1,-1.0,-0.0,0.7818,0.6235,0,0,none,35.6,0.01,residential_budget,33,23.1,0,20.4,23.8,18.9,20.63571428571429,4.4864937728282195,20.85892857142857,18.275,0.989298861398853
V100,Combo_Pack,2026-02-11,morning,0,0.866,-0.5,0.9749,-0.2225,0,0,none,32.2,0.26,residential_budget,33,17.5,1,17.5,20.4,26.8,20.74285714285714,4.459685101976509,20.980357142857144,22.95,0.9886798876500126
V100,Combo_Pack,2026-02-11,evening,1,-1.0,-0.0,0.9749,-0.2225,0,0,none,32.2,0.26,residential_budget,33,15.2,1,15.2,17.5,19.3,20.07857142857143,4.171363652964669,20.825,18.775,0.9641570914079919
V100,Combo_Pack,2026-02-12,morning,0,0.866,-0.5,0.4339,-0.901,0,0,none,36.5,0.31,residential_budget,33,34.8,0,27.5,15.2,27.3,19.785714285714285,4.369449383170372,20.54642857142857,22.125,0.9629758386928559
V100,Combo_Pack,2026-02-12,evening,1,-1.0,-0.0,0.4339,-0.901,0,0,none,36.5,0.31,residential_budget,33,18.1,1,18.1,27.5,13.6,19.8,4.39615216367153,20.467857142857138,18.075,0.9673704414587335
V100,Combo_Pack,2026-02-13,morning,0,0.866,-0.5,-0.4339,-0.901,0,0,none,36.3,0.3,residential_budget,33,15.5,1,15.5,18.1,18.1,20.12142857142857,4.059590462752955,20.353571428571428,21.9,0.9885944902614493
V100,Combo_Pack,2026-02-13,evening,1,-1.0,-0.0,-0.4339,-0.901,0,0,none,36.3,0.3,residential_budget,33,14.6,1,14.6,15.5,18.4,19.935714285714287,4.215649807171289,20.071428571428573,18.85,0.9932384341637011
V100,Combo_Pack,2026-02-14,morning,0,0.866,-0.5,-0.9749,-0.2225,1,0,none,28.1,0.15,residential_budget,33,27.1,1,27.1,14.6,20.8,19.66428571428571,4.4385734268945125,19.85892857142857,21.075000000000003,0.9901987231364084
V100,Combo_Pack,2026-02-14,evening,1,-1.0,-0.0,-0.9749,-0.2225,1,0,none,28.1,0.15,residential_budget,33,17.3,1,17.3,27.1,18.0,20.114285714285717,4.861759280003827,19.95714285714286,17.075,1.0078740157480315
V100,Combo_Pack,2026-02-15,morning,0,0.866,-0.5,-0.7818,0.6235,1,0,none,31.6,0.09,residential_budget,33,22.0,1,22.0,17.3,28.4,20.064285714285713,4.888700809458034,20.094642857142855,21.9,0.9984892917444238
V100,Combo_Pack,2026-02-15,evening,1,-1.0,-0.0,-0.7818,0.6235,1,0,none,31.6,0.09,residential_budget,33,17.5,1,17.5,22.0,15.0,19.607142857142858,4.314816028828737,20.08214285714286,16.3,0.9763471456517873
V100,Combo_Pack,2026-02-16,morning,0,0.866,-0.5,0.0,1.0,0,0,none,32.0,0.22,residential_budget,33,19.1,1,19.1,17.5,18.8,19.785714285714285,4.15837563383684,19.955357142857142,23.025,0.9914988814317673
V100,Combo_Pack,2026-02-16,evening,1,-1.0,-0.0,0.0,1.0,0,0,none,32.0,0.22,residential_budget,33,18.7,1,18.7,19.1,21.7,19.807142857142853,4.1536757189292,19.87142857142857,16.875,0.9967649173256649
V100,Combo_Pack,2026-02-17,morning,0,0.866,-0.5,0.7818,0.6235,0,0,none,29.7,0.05,residential_budget,33,32.7,0,27.1,18.7,23.8,19.592857142857145,4.1258032850891935,19.9375,20.925,0.9827138378862518
V100,Combo_Pack,2026-02-17,evening,1,-1.0,-0.0,0.7818,0.6235,0,0,none,29.7,0.05,residential_budget,33,14.9,1,14.9,27.1,20.4,19.82857142857143,4.464979726274688,20.044642857142858,17.025,0.9892204899777283
V100,Combo_Pack,2026-02-18,morning,0,0.866,-0.5,0.9749,-0.2225,0,0,none,32.1,0.21,residential_budget,33,24.2,0,24.0,14.9,17.5,19.435714285714287,4.649004383547276,20.06964285714286,23.825000000000003,0.9684135599252602
V100,Combo_Pack,2026-02-18,evening,1,-1.0,-0.0,0.9749,-0.2225,0,0,none,32.1,0.21,residential_budget,33,22.8,0,20.9,24.0,15.2,19.900000000000002,4.7639673188829335,20.13214285714286,17.099999999999998,0.9884690438176335
V100,Combo_Pack,2026-02-19,morning,0,0.866,-0.5,0.4339,-0.901,0,0,none,34.6,0.43,residential_budget,33,23.9,1,23.9,20.9,27.5,20.307142857142857,4.571056818675575,20.244642857142857,23.050000000000004,1.0030872364823145
V100,Combo_Pack,2026-02-19,evening,1,-1.0,-0.0,0.4339,-0.901,0,0,none,34.6,0.43,residential_budget,33,23.3,0,18.3,23.9,18.1,20.05,4.223332625017652,20.207142857142856,18.0,0.9922234004948747
V100,Combo_Pack,2026-02-20,morning,0,0.866,-0.5,-0.4339,-0.901,0,0,none,34.7,0.17,residential_budget,33,29.6,0,29.5,18.3,15.5,20.064285714285713,4.216562059829742,20.205357142857142,23.525000000000002,0.9930181175430843
V100,Combo_Pack,2026-02-20,evening,1,-1.0,-0.0,-0.4339,-0.901,0,0,none,34.7,0.17,residential_budget,33,22.7,1,22.7,29.5,14.6,21.064285714285713,4.684936112011177,20.260714285714283,18.2,1.0396615547329457
V100,Combo_Pack,2026-02-21,morning,0,0.866,-0.5,-0.9749,-0.2225,1,0,none,32.0,0.45,residential_budget,33,26.5,0,26.0,22.7,27.1,21.642857142857142,4.3104014244105455,20.3625,26.125,1.062878189950013
V100,Combo_Pack,2026-02-21,evening,1,-1.0,-0.0,-0.9749,-0.2225,1,0,none,32.0,0.45,residential_budget,33,16.5,0,16.3,26.0,17.3,21.564285714285713,4.212181445222006,20.407142857142855,19.2,1.0567028351417571
V100,Combo_Pack,2026-02-22,morning,0,0.866,-0.5,-0.7818,0.6235,1,0,none,33.8,0.28,residential_budget,33,27.5,1,27.5,16.3,22.0,21.49285714285714,4.297667396966065,20.439285714285713,25.85,1.0515463917525774
V100,Combo_Pack,2026-02-22,evening,1,-1.0,-0.0,-0.7818,0.6235,1,0,none,33.8,0.28,residential_budget,33,31.5,0,25.7,27.5,17.5,21.885714285714283,4.589093616366988,20.673214285714284,19.55,1.0586507730845642
V100,Combo_Pack,2026-02-23,morning,0,0.866,-0.5,0.0,1.0,0,0,none,36.0,0.11,residential_budget,33,33.4,0,26.2,25.7,19.1,22.471428571428568,4.508867941056837,20.776785714285715,26.725,1.0815642458100556
V100,Combo_Pack,2026-02-23,evening,1,-1.0,-0.0,0.0,1.0,0,0,none,36.0,0.11,residential_budget,33,19.2,0,15.5,26.2,18.7,22.97857142857143,4.499774109104482,20.74642857142857,20.75,1.1075916681012223
V100,Combo_Pack,2026-02-24,morning,0,0.866,-0.5,0.7818,0.6235,0,0,none,33.5,0.41,residential_budget,33,19.9,1,19.9,15.5,27.1,22.75,4.804765262816618,20.728571428571428,27.3,1.0975189524465887
V100,Combo_Pack,2026-02-24,evening,1,-1.0,-0.0,0.7818,0.6235,0,0,none,33.5,0.41,residential_budget,33,16.6,1,16.6,19.9,14.9,22.235714285714288,4.687234241550645,20.725,20.05,1.0728933310356712
V100,Combo_Pack,2026-02-25,morning,0,0.866,-0.5,0.9749,-0.2225,0,0,none,31.1,0.19,residential_budget,33,22.1,1,22.1,16.6,24.0,22.357142857142858,4.500891242634284,20.72142857142857,24.9,1.0789382971389176
V100,Combo_Pack,2026-02-25,evening,1,-1.0,-0.0,0.9749,-0.2225,0,0,none,31.1,0.19,residential_budget,33,23.4,0,22.5,22.1,20.9,22.221428571428568,4.476121014970367,20.766071428571426,18.525,1.070083412159257
V100,Combo_Pack,2026-02-26,morning,0,0.866,-0.5,0.4339,-0.901,0,0,none,33.4,0.66,residential_budget,33,22.0,0,21.1,22.5,23.9,22.335714285714285,4.460184049816977,20.869642857142853,23.925,1.0702489946093952
V100,Combo_Pack,2026-02-26,evening,1,-1.0,-0.0,0.4339,-0.901,0,0,none,33.4,0.66,residential_budget,33,22.7,0,20.1,21.1,18.3,22.13571428571429,4.447403242836837,20.919642857142858,20.075000000000003,1.0581306017925738
V100,Combo_Pack,2026-02-27,morning,0,0.866,-0.5,-0.4339,-0.901,0,0,none,29.6,0.45,residential_budget,33,18.8,0,18.5,20.1,29.5,22.264285714285712,4.353001995591822,20.98392857142857,22.325,1.0610160837375542
V100,Combo_Pack,2026-02-27,evening,1,-1.0,-0.0,-0.4339,-0.901,0,0,none,29.6,0.45,residential_budget,33,18.3,1,18.3,18.5,22.7,21.478571428571428,3.91745179567389,20.976785714285715,18.675,1.0239210011066655
V100,Combo_Pack,2026-02-28,morning,0,0.866,-0.5,-0.9749,-0.2225,1,0,none,32.0,0.65,residential_budget,33,20.9,1,20.9,18.3,26.0,21.164285714285715,3.987790431739429,20.9625,20.4,1.009626032881847
V100,Combo_Pack,2026-02-28,evening,1,-1.0,-0.0,-0.9749,-0.2225,1,0,none,32.0,0.65,residential_budget,33,27.9,0,23.7,20.9,16.3,20.800000000000004,3.737131767298801,20.93035714285714,19.375,0.9937718624690729
V100,Combo_Pack,2026-03-01,morning,0,0.866,-0.5,-0.7818,0.6235,1,0,none,31.9,0.39,residential_budget,33,20.8,0,19.7,23.7,27.5,21.32857142857143,3.571345053968534,20.967857142857145,20.650000000000002,1.0172032021802078
V100,Combo_Pack,2026-03-01,evening,1,-1.0,-0.0,-0.7818,0.6235,1,0,none,31.9,0.39,residential_budget,33,22.6,0,22.1,19.7,25.7,20.771428571428572,3.1136000858340025,20.83571428571429,21.15,0.9969146383270482
V100,Combo_Pack,2026-03-02,morning,0,0.866,-0.5,0.0,1.0,0,0,none,34.3,0.08,residential_budget,33,16.6,1,16.6,22.1,26.2,20.514285714285716,2.809012184122643,20.835714285714285,20.049999999999997,0.9845731916352418
V100,Combo_Pack,2026-03-02,evening,1,-1.0,-0.0,0.0,1.0,0,0,none,34.3,0.08,residential_budget,33,14.8,1,14.8,16.6,15.5,19.828571428571426,2.464963276814476,20.7375,21.05,0.9561698096960302
V100,Combo_Pack,2026-03-03,morning,0,0.866,-0.5,0.7818,0.6235,0,0,none,36.0,0.28,residential_budget,33,31.8,0,25.1,14.8,19.9,19.77857142857143,2.564604804292038,20.6625,18.925,0.9572206378014
V100,Combo_Pack,2026-03-03,evening,1,-1.0,-0.0,0.7818,0.6235,0,0,none,36.0,0.28,residential_budget,33,18.6,0,17.1,25.1,16.6,20.150000000000002,2.9335591404928647,20.712500000000002,19.724999999999998,0.9728424864212433
V100,Combo_Pack,2026-03-04,morning,0,0.866,-0.5,0.9749,-0.2225,0,0,none,34.8,0.3,residential_budget,33,13.7,1,13.7,17.1,22.1,20.185714285714283,2.889731726397704,20.68035714285714,20.575000000000003,0.9760815128227269
V100,Combo_Pack,2026-03-04,evening,1,-1.0,-0.0,0.9749,-0.2225,0,0,none,34.8,0.3,residential_budget,33,13.1,1,13.1,13.7,22.5,19.58571428571429,3.304043476817958,20.446428571428573,19.425,0.9579039301310045
V100,Combo_Pack,2026-03-05,morning,0,0.866,-0.5,0.4339,-0.901,0,0,none,35.4,0.29,residential_budget,33,30.6,0,23.6,13.1,21.1,18.914285714285715,3.6074404185830122,20.33571428571429,18.775,0.9301018616087108
